1,1,レベル1,1,喜ぶ・喜び,bel,TRUE
2,1,レベル1,1,喜ぶ・喜び,yaj,FALSE
3,1,レベル1,1,喜ぶ・喜び,bej,FALSE
4,1,レベル1,1,喜ぶ・喜び,chal,FALSE
5,1,レベル1,2,学ぶ,ghoj,TRUE
6,1,レベル1,2,学ぶ,jup,FALSE
7,1,レベル1,2,学ぶ,ghojmoH,FALSE
8,1,レベル1,2,学ぶ,Dal,FALSE
9,1,レベル1,3,女性,IoD,FALSE
10,1,レベル1,3,女性,be’,TRUE
11,1,レベル1,3,女性,ghaj,FALSE
12,1,レベル1,3,女性,ba’,FALSE
13,1,レベル1,4,男性,Dun,FALSE
14,1,レベル1,4,男性,IoD,TRUE
15,1,レベル1,4,男性,IaD,FALSE
16,1,レベル1,4,男性,nuv,FALSE
17,1,レベル1,5,読む,Do’,FALSE
18,1,レベル1,5,読む,Har,FALSE
19,1,レベル1,5,読む,IaD,TRUE
20,1,レベル1,5,読む,chal,FALSE
21,1,レベル1,6,聞く,be’,FALSE
22,1,レベル1,6,聞く,Ij,TRUE
23,1,レベル1,6,聞く,nuv,FALSE
24,1,レベル1,6,聞く,pag,FALSE
25,1,レベル1,7,面白い,Daj,TRUE
26,1,レベル1,7,面白い,bang,FALSE
27,1,レベル1,7,面白い,Dal,FALSE
28,1,レベル1,7,面白い,chup,FALSE
29,1,レベル1,8,幸運,bIQ,FALSE
30,1,レベル1,8,幸運,chuch,FALSE
31,1,レベル1,8,幸運,ja’,FALSE
32,1,レベル1,8,幸運,Do’,TRUE
33,1,レベル1,9,信じる,Del,FALSE
34,1,レベル1,9,信じる,Har,TRUE
35,1,レベル1,9,信じる,ngong,FALSE
36,1,レベル1,9,信じる,pag,FALSE
37,1,レベル1,10,宇宙,DaH,FALSE
38,1,レベル1,10,宇宙,yaj,FALSE
39,1,レベル1,10,宇宙,u’,TRUE
40,1,レベル1,10,宇宙,bech,FALSE
41,2,レベル2,11,彼・彼女,maH,FALSE
42,2,レベル2,11,彼・彼女,ghaH,TRUE
43,2,レベル2,11,彼・彼女,Sop,FALSE
44,2,レベル2,11,彼・彼女,tlhIl,FALSE
45,2,レベル2,12,明日,wa’Hu’,FALSE
46,2,レベル2,12,明日,yIt,FALSE
47,2,レベル2,12,明日,wa’leS,TRUE
48,2,レベル2,12,明日,ram,FALSE
49,2,レベル2,13,楽しむ,rut,FALSE
50,2,レベル2,13,楽しむ,tIv,TRUE
51,2,レベル2,13,楽しむ,tuj,FALSE
52,2,レベル2,13,楽しむ,nuq,FALSE
53,2,レベル2,14,どこ？,nuqDaq,TRUE
54,2,レベル2,14,どこ？,ghorgh,FALSE
55,2,レベル2,14,どこ？,’Iv,FALSE
56,2,レベル2,14,どこ？,chay’,FALSE
57,2,レベル2,15,尋ねる,tlhob,TRUE
58,2,レベル2,15,尋ねる,DuSaQ,FALSE
59,2,レベル2,15,尋ねる,yIt,FALSE
60,2,レベル2,15,尋ねる,jaH,FALSE
61,3,レベル3,16,知っている,nob,FALSE
62,3,レベル3,16,知っている,tlhob,FALSE
63,3,レベル3,16,知っている,Sop,FALSE
64,3,レベル3,16,知っている,Sov,TRUE
65,3,レベル3,17,明るい,ghojwI’,FALSE
66,3,レベル3,17,明るい,ghom,FALSE
67,3,レベル3,17,明るい,wov,TRUE
68,3,レベル3,17,明るい,tIv,FALSE
69,3,レベル3,18,いいえ,jIH,FALSE
70,3,レベル3,18,いいえ,Qo’,TRUE
71,3,レベル3,18,いいえ,HIja,FALSE
72,3,レベル3,18,いいえ,SoH,FALSE
73,3,レベル3,19,私,tlhutlh,FALSE
74,3,レベル3,19,私,jIH,TRUE
75,3,レベル3,19,私,wa’Hu’,FALSE
76,3,レベル3,19,私,maH,FALSE
77,3,レベル3,20,行く,jaH,TRUE
78,3,レベル3,20,行く,tuj,FALSE
79,3,レベル3,20,行く,ghom,FALSE
80,3,レベル3,20,行く,Hoch,FALSE
81,3,レベル3,21,戦略,Dup,TRUE
82,3,レベル3,21,戦略,batlh,FALSE
83,3,レベル3,21,戦略,ghol,FALSE
84,3,レベル3,21,戦略,jIp,FALSE
85,3,レベル3,22,話す,maj,FALSE
86,3,レベル3,22,話す,jatlh,TRUE
87,3,レベル3,22,話す,muS,FALSE
88,3,レベル3,22,話す,mu’,FALSE
89,3,レベル3,23,勝利,yay,TRUE
90,3,レベル3,23,勝利,roj,FALSE
91,3,レベル3,23,勝利,’Ip,FALSE
92,3,レベル3,23,勝利,tuQ,FALSE
93,3,レベル3,24,妨害・干渉,pIH,FALSE
94,3,レベル3,24,妨害・干渉,qeq,FALSE
95,3,レベル3,24,妨害・干渉,nIS,TRUE
96,3,レベル3,24,妨害・干渉,lIH,FALSE
97,3,レベル3,25,聞く,tlhIngan,FALSE
98,3,レベル3,25,聞く,jeQ,FALSE
99,3,レベル3,25,聞く,jIj,FALSE
100,3,レベル3,25,聞く,Qoy,TRUE
101,3,レベル3,26,驚き,mer,TRUE
102,3,レベル3,26,驚き,cha,FALSE
103,3,レベル3,26,驚き,Huch,FALSE
104,3,レベル3,26,驚き,maj,FALSE
105,3,レベル3,27,競う,loS,FALSE
106,3,レベル3,27,競う,lop,FALSE
107,3,レベル3,27,競う,’ov,TRUE
108,3,レベル3,27,競う,lIj,FALSE
109,3,レベル3,28,寒い,muS,FALSE
110,3,レベル3,28,寒い,bIr,TRUE
111,3,レベル3,28,寒い,’Ip,FALSE
112,3,レベル3,28,寒い,Qoy,FALSE
113,3,レベル3,29,分析,poj,TRUE
114,3,レベル3,29,分析,qeq,FALSE
115,3,レベル3,29,分析,Huch,FALSE
116,3,レベル3,29,分析,Dup,FALSE
117,3,レベル3,30,紹介,batlh,FALSE
118,3,レベル3,30,紹介,roj,FALSE
119,3,レベル3,30,紹介,lIH,TRUE
120,3,レベル3,30,紹介,Saw,FALSE
